Tweeter,Tweet ID,Tweet Time,Tweet Text,Topics
JoeBiden,1346932050746630149,2021-01-06 21:30:00,America is so much better than what we’re seeing today.,
JoeBiden,1346929533774159876,2021-01-06 21:20:00,I call on President Trump to go on national television now to fulfill his oath and defend the Constitution by demanding an end to this siege.,
JoeBiden,1346928275470299142,2021-01-06 21:15:00,"Let me be very clear: the scenes of chaos at the Capitol do not represent who we are. What we are seeing is a small number of extremists dedicated to lawlessness. This is not dissent, it's disorder. It borders on sedition, and it must end. Now.",
JoeBiden,1346891030055022592,2021-01-06 18:47:00,"I called Reverend Warnock and Jon Ossoff this morning to congratulate them on their hard-fought campaigns. Georgia voters delivered a resounding message yesterday: they want action on the crises we face and they want it right now. Together, we'll get it done. https://t.co/TPBEbgOwzH",
JoeBiden,1346603636168642561,2021-01-05 23:45:00,"Stay in line, Georgia. If you’re in line at your polling place by 7 PM, you can vote.",
JoeBiden,1346600616408330241,2021-01-05 23:33:00,"Georgia voters: If you’re voting in the county where you’re registered, you’re entitled to ask for a provisional ballot if you’re told you aren’t on the voter rolls. Don’t leave without voting.

If you have questions, call the Voter Protection Hotline: 888-730-5816",
JoeBiden,1346565887571107840,2021-01-05 21:15:00,"Georgia — If you elect @ReverendWarnock and @Ossoff, we can break the gridlock that has gripped Washington.

We’ll be able to make the progress we need to make on jobs, health care, justice, and more.

It all comes down to today. Vote: https://t.co/RIJ1L4B5o9

📷: @kevloweryphoto https://t.co/FMfNZvI6gR",
JoeBiden,1346535688733265921,2021-01-05 19:15:00,"Georgia — If you have any questions today while voting, reach out to the Voter Protection Hotline: 1-888-730-5816",
JoeBiden,1346509264299282433,2021-01-05 17:30:00,"Georgia — The nation is looking to you to lead us forward. 

The power is in your hands: https://t.co/RIJ1L4B5o9 https://t.co/BhZ3Mcfozm",
JoeBiden,1346475895955939328,2021-01-05 15:17:24,"Go vote, Georgia!

https://t.co/RIJ1L4B5o9",
JoeBiden,1346286546975014912,2021-01-05 02:45:00,"I’m asking you to give everything you’ve got for one more day — because that one day can change America.

https://t.co/RIJ1L4B5o9 https://t.co/6RvV9Ffx04",
JoeBiden,1346271447346507788,2021-01-05 01:45:00,"In America, politicians can’t assert, take, or seize power.

It has to be given by the American people.

We can’t ever give that up. The will of the people must always prevail.",
JoeBiden,1346258109518413825,2021-01-05 00:52:00,"The debate over $2,000 isn’t some abstract debate in Washington. It’s about real lives.

Hardworking Americans need help, and they need it now.

Georgia — you have the power to make it happen. Vote. https://t.co/yFBBk1YAEm",
JoeBiden,1346199428625965056,2021-01-04 20:58:49,"With just one day to go until the Georgia Senate runoffs, I’m in Atlanta to get out the vote. Tune in. https://t.co/I4MBUj0g3o",
JoeBiden,1346188400215224321,2021-01-04 20:15:00,"One day left, folks. I’m on my way to Georgia to help send @ReverendWarnock and @Ossoff to the Senate. See you soon, Atlanta!",
JoeBiden,1346150340836601857,2021-01-04 17:43:46,"Georgia — If you haven’t returned your absentee ballot yet, drop it off at a drop box in your county today.

If you’re voting in-person tomorrow, make your plan today.

Let’s flip the Senate: https://t.co/RIJ1L4juwB",
JoeBiden,1345896476623265792,2021-01-04 00:55:00,The Senate swearing-in ceremony was always one of my favorite parts of the job as Vice President. Congratulations to the newly minted members of the 117th Congress. I look forward to working alongside you to get this virus under control and build back better.,
JoeBiden,1345845695702396928,2021-01-03 21:33:13,"With just two days to go until the Georgia Senate runoffs, @KamalaHarris is in Savannah firing up folks to get out and vote. Tune in. https://t.co/3F4wMyotcO",
JoeBiden,1345792290372116480,2021-01-03 18:01:00,"Here’s my promise to you: I’ll be a president for all Americans. Whether you voted for me or not, I’ll wake up every single morning and work to make your life better.",
JoeBiden,1345542896662032384,2021-01-03 01:30:00,"Floyd Little and I were students at Syracuse University together. And over the years, I got to know the man behind the number. He was full of character, decency, and integrity. I will miss my friend. The entire Biden family sends our love to DeBorah and the Little family. https://t.co/OsmyvPBFvu",
JoeBiden,1345490049727668226,2021-01-02 22:00:00,"Mask up, folks.",
JoeBiden,1345449279964368896,2021-01-02 19:18:00,"It’s the final weekend before the Georgia Senate runoffs, which means we have just a few days left to do everything we can to flip the Senate. If you have a few minutes, sign up to make calls and let’s get to work: https://t.co/uR93pEtK1X",
JoeBiden,1345063487957917696,2021-01-01 17:45:00,Let me be clear: The Biden-Harris Administration will spare no effort to make sure people are getting vaccinated. https://t.co/FfppocXufa,
JoeBiden,1344862916194021377,2021-01-01 04:28:00,Here’s to 2021. https://t.co/9HAQOSWgvO,
JoeBiden,1344836995441426432,2021-01-01 02:45:00,"In 2021, we’re going to build a brighter future. https://t.co/YjzT7aw5zQ",
JoeBiden,1344775842455498752,2020-12-31 22:42:00,"The challenges we face as a nation will not disappear overnight, but as we look forward to the start of a new year, I’m filled with fresh hope about the possibilities of better days to come. 

After a year of pain and loss, let us unite, heal, and rebuild in 2021.",
JoeBiden,1344763259602173952,2020-12-31 21:52:00,We have less than one week to do everything in our power to help Jon Ossoff and Raphael Warnock win their Senate runoff elections in Georgia. These races will not only determine the fate of the Senate but the future of our country. Chip in today: https://t.co/EByC4gktYT,
JoeBiden,1344720522056245255,2020-12-31 19:02:10,"Georgia — Today is your last chance to vote early ahead of next week’s Senate runoffs. 

Confirm your polling location and go vote: https://t.co/RIJ1L4juwB",
JoeBiden,1344458249731407872,2020-12-31 01:40:00,"The next few weeks and months are going to be a very tough period for our nation — maybe the toughest of the whole pandemic. 

But we are going to get through it. Brighter days are coming, but it’s going to take all the grit and determination we have as Americans to do it.",
JoeBiden,1344424275818786816,2020-12-30 23:25:00,"With just over 20 days until Inauguration Day, there’s never been a better time to stock up on @BidenInaugural gear. Head to https://t.co/j1ZK7kyMj6 to find everything you need.",
JoeBiden,1344366394641563649,2020-12-30 19:35:00,"We can save 60,000-100,000 lives in the weeks and months ahead if we step up together.

Wear a mask. Stay socially distanced. Avoid large indoor gatherings.

Each of us has a duty to do what we can to protect ourselves, our families, and our fellow Americans.",
JoeBiden,1344322857665490944,2020-12-30 16:42:00,"We’re going to make sure vaccines are free of charge.

And we’re going to ensure they are distributed equitably, so every person who wants a vaccine can get one — no matter the color of their skin or where they live. https://t.co/uLQfxS1PM0",
JoeBiden,1344093345207832576,2020-12-30 01:30:00,"After ten months of the pandemic, we still don’t have enough testing. It’s a travesty.

We need to scale up testing so anyone who needs one can get one.",
JoeBiden,1344068179463700480,2020-12-29 23:50:00,"Once in office, I will be asking the American people to wear a mask for the first 100 days of my administration. Not as a political statement, but as a patriotic duty. https://t.co/0Uayw4sAs7",
JoeBiden,1344021093321826305,2020-12-29 20:42:54,Tune in as I deliver remarks on the ongoing COVID-19 crisis and what my administration will do to get this virus under control. https://t.co/cW9z2nkEkP,
JoeBiden,1344007781427326977,2020-12-29 19:50:00,Leading by example. https://t.co/B4fHm6xUAv,
JoeBiden,1343982615670501376,2020-12-29 18:10:00,"One week, Georgia.

Vote early, and let’s flip the Senate: https://t.co/RIJ1L4juwB https://t.co/pF3Z740HYn",
JoeBiden,1343939833765519361,2020-12-29 15:20:00,Meeting the most daunting threats of our time requires American engagement and leadership — but none of them can be solved alone. https://t.co/cfCqvFGEbZ,
JoeBiden,1343734732282974208,2020-12-29 01:45:00,"This year, we’ve painfully learned the cost of being unprepared for a pandemic.
 
If we aren’t investing with our partners around the world, we’re undermining our ability to defeat COVID-19 and leaving ourselves vulnerable to the next deadly epidemic.",
JoeBiden,1343709566622720001,2020-12-29 00:05:00,"Right now, my team isn’t getting all the information that we need from the outgoing administration in key national security areas. 

It’s nothing short of irresponsible. https://t.co/T67NbgSFLl",
JoeBiden,1343650410817458177,2020-12-28 20:09:56,"This afternoon, I was briefed by members of my national security and foreign policy agency review teams. Tune in as I deliver remarks on the challenges our administration will inherit. https://t.co/EbPUT6jjXX",
JoeBiden,1343591287467827201,2020-12-28 16:15:00,"Folks, there’s just over one week until the Georgia Senate runoffs. With the races neck and neck, we need your help more than ever. Chip in and let’s flip the Senate: https://t.co/33NyxPALUs",
JoeBiden,1343364794665947136,2020-12-28 01:15:00,We’ve gotten through tough times before in this nation — and we’ll get through them again. https://t.co/ulSsFLgNei,
JoeBiden,1343320754478190593,2020-12-27 22:20:00,"From COVID-19 and the economy to climate change and racial justice — our nation is facing four historic crises at once. And come January, there will be no time to waste. That’s why my team and I are hard at work preparing to take action on day one.",
JoeBiden,1343255327622381568,2020-12-27 18:00:01,To all the health care workers on the front lines of this fight — thank you. You are true heroes.,
JoeBiden,1342994857023983616,2020-12-27 00:45:00,"After a year of pain and loss, it’s time to unite, heal, and rebuild.",
JoeBiden,1342919359627481092,2020-12-26 19:45:00,"Jill and I send our heartfelt wishes to everyone celebrating Kwanzaa. We hope these days of reflection on the seven principles and the rich heritage of African-American culture bring peace, unity, and joy.",
JoeBiden,1342490030787407872,2020-12-25 15:19:00,"From our family to yours, Merry Christmas and Happy Holidays. https://t.co/NzVEFFfrG1",
JoeBiden,1342257498405785600,2020-12-24 23:55:00,We take holiday traditions very seriously in the Biden family. https://t.co/I7L6sGkkHN,
JoeBiden,1342213458842927106,2020-12-24 21:00:00,"I know how hard it is to forego holiday traditions — but it is so very important. Please wear masks, limit the size of any groups, and refrain from traveling. We have to stay apart just a little longer.",
JoeBiden,1342184517872791552,2020-12-24 19:05:00,To Linda — and everyone out there who’s hurting or struggling — keep the faith. https://t.co/pXDHmzvYQ8,
JoeBiden,1342138967865479169,2020-12-24 16:04:00,"No matter how you’re celebrating this year, Champ and Major wish you a Merry Christmas. https://t.co/SrZBT4vmpP",
JoeBiden,1341941673933344769,2020-12-24 03:00:01,"Every student must be equipped to thrive in the economy of the future. Every educator needs resources to do their jobs with dignity and success. And every school needs support to reopen safely.

We can achieve this with Dr. Miguel Cardona leading our Department of Education. https://t.co/vfYQhnPEEA",
JoeBiden,1341931601060454401,2020-12-24 02:20:00,"In the 21st century, twelve years of school isn’t enough. That’s why under the Biden-Harris plan, community college will be free — and public colleges and universities will be tuition-free for families earning less than $125,000 a year.",
JoeBiden,1341907693477490689,2020-12-24 00:45:00,We need to make sure every child in this nation has access to a good education — regardless of zip code or disability. https://t.co/YGp4rB1IjA,
JoeBiden,1341884037606985729,2020-12-23 23:11:00,"It’s long past time we pay teachers what they deserve.  

The work they do is of extreme national importance — and their salaries should reflect that.",
JoeBiden,1341839745689690112,2020-12-23 20:15:00,"Here’s the simple truth: Our darkest days in this battle against COVID are ahead of us — not behind us.  
 
We need to prepare ourselves and steel our spines. https://t.co/TSn5hdpzGj",
JoeBiden,1341786919126986753,2020-12-23 16:45:05,"With Dr. Miguel Cardona leading the way, we’re going to ensure every student in this country receives a high-quality education. Tune in as I nominate him to be our next Secretary of Education. https://t.co/6NpNDLBkCg",
JoeBiden,1341768024806797313,2020-12-23 15:30:00,"This cybersecurity attack happened on Donald Trump’s watch. But rest assured that even if he does not take it seriously, I will. https://t.co/cujska0v7m",
JoeBiden,1341575504617345024,2020-12-23 02:45:00,"Yesterday, in an effort to instill confidence in the vaccine, I had my shot administered in public. 
 
I have absolute confidence in the vaccine and look forward to the second shot. https://t.co/5jeBLMY4z2",
JoeBiden,1341547822093463552,2020-12-23 00:55:00,"An educator will lead our Department of Education.

I am proud to nominate Dr. Miguel Cardona to ensure our teachers are taken care of, and our children have an opportunity to thrive.",
JoeBiden,1341493715811127298,2020-12-22 21:20:00,"In the first 100 days of my administration, we will:

- Ask all Americans to mask up
- Administer 100 million vaccine shots
- Get most schools back open

We’re going to contain the virus and get back to our lives.",
JoeBiden,1341470726037987330,2020-12-22 19:48:39,Tune in as I deliver remarks ahead of the holiday. https://t.co/NScn1mPn0P,
JoeBiden,1341455463758479360,2020-12-22 18:48:00,"Ten years ago today, I joined President Obama as he signed the repeal of Don’t Ask, Don’t Tell into law. Thanks to sound implementation by civilian and uniformed leaders across the @DeptofDefense, today our military is stronger, more capable, and more inclusive for all who serve. https://t.co/DIdgIFrE51",
JoeBiden,1341255898711220225,2020-12-22 05:35:00,"I applaud this relief package, but our work is far from over. Starting in the new year, Congress will need to immediately get to work on support for our COVID-19 plan.

My message to everyone out there struggling right now: help is on the way. https://t.co/ktET5loEnm",
JoeBiden,1341185434408415233,2020-12-22 00:55:00,"Today, I received the COVID-19 vaccine.

To the scientists and researchers who worked tirelessly to make this possible — thank you. We owe you an awful lot.

And to the American people — know there is nothing to worry about. When the vaccine is available, I urge you to take it. https://t.co/QBtB620i2V",
JoeBiden,1341170334909816833,2020-12-21 23:55:00,"I know you're probably tired of hearing about politics after this year. But with just 15 days left until the Georgia Senate runoffs, we can't take our foot off the gas.

Every dollar makes a big difference. Chip in to our Flip Georgia Fund today: https://t.co/98pzmqwC7J",
JoeBiden,1341076596887719936,2020-12-21 17:42:31,"Tune in as @KamalaHarris rallies voters in Columbus, Georgia, ahead of the January Senate runoffs. https://t.co/MZjZOfZFt7",
JoeBiden,1341029406333087746,2020-12-21 14:35:00,Georgia — Your vote has the power to change the future of this country. Don’t wait to use it. Make your plan to vote early today: https://t.co/RIJ1L4juwB https://t.co/zRs9nMx1qh,
JoeBiden,1340820529888915456,2020-12-21 00:45:00,"One month, folks. https://t.co/wSuscy3dSN",
JoeBiden,1340791589275316224,2020-12-20 22:50:00,"As the first Native American Cabinet Secretary in our nation’s history, Congresswoman Haaland will be a true steward of our national parks, natural resources, and all of our lands. https://t.co/WVf7FGQCwf",
JoeBiden,1340747549028851717,2020-12-20 19:55:00,"In one month, we begin to heal.",
JoeBiden,1340721628154482691,2020-12-20 18:12:00,"As president, I’ll put America on a path to achieve a carbon-pollution free electricity sector by 2035 — a path that no future president can turn back.",
JoeBiden,1340665760021024770,2020-12-20 14:30:00,I believe that every American has a fundamental right to breathe clean air and drink clean water. https://t.co/f6FfFlCWLG,
JoeBiden,1340478274909040640,2020-12-20 02:05:00,"When it comes to the existential threat of climate change, we have no time to lose. This team will be ready on day one to meet this moment with the urgency it demands and build our nation back better than ever. https://t.co/ciPgM5geDG",
JoeBiden,1340460406888796160,2020-12-20 00:54:00,"Together, we’re going to tackle the threat of climate change head-on and create millions of good-paying, union jobs. https://t.co/OMU4DiWLMT",
JoeBiden,1340427943051284480,2020-12-19 22:45:00,"On day one, my administration will rejoin the Paris Agreement and put America back in the business of leading the world on climate change.",
JoeBiden,1340379335975268352,2020-12-19 19:31:51,We need to meet the threat of climate change with the urgency it demands — and seize the opportunity to build back better. Tune in as I introduce members of my climate team who will get it done. https://t.co/DWEwSIDF4Y,
JoeBiden,1340326524994633729,2020-12-19 16:02:00,"Folks, there are less than three weeks until the Georgia Senate runoffs and we need to ensure @ossoff and @ReverendWarnock have the resources to win. If you’re able to, chip in to our Flip Georgia Fund to help take back the Senate. https://t.co/AT8tjm1YGa",
JoeBiden,1339759790717734913,2020-12-18 02:30:00,Let me be clear: The United States of America has always set an example for the world for the peaceful transition of power — and we will do so again.,
JoeBiden,1339745949237665792,2020-12-18 01:35:00,"We have no time to waste to confront the climate crisis, protect our air and water, and deliver justice to communities that have long shouldered the burdens of environmental harms.

Together, on behalf of all Americans, this team will meet this moment with the urgency it demands. https://t.co/ob58nUVIJm",
JoeBiden,1339712981916033025,2020-12-17 23:24:00,"I always know malarkey when I see it, and I’m looking forward to joining @StephenAtHome tonight.

Make sure to tune in to CBS at 11:35 ET to watch. https://t.co/vrcHtXK0fU",
JoeBiden,1339685802956255242,2020-12-17 21:36:00,"I’m prepared to sign a COVID relief package on day one, but I need @ReverendWarnock and @ossoff in the Senate to get it done.

Georgia — Make your plan to vote early today: https://t.co/RIJ1L4juwB https://t.co/G9lRQQawH7",
JoeBiden,1339636981345755137,2020-12-17 18:22:00,"Millions of people are out of work. Small businesses are closing. People are struggling to pay their bills, stay in their homes, and put food on the table.

Congress needs to pass a relief package immediately.",
JoeBiden,1339582371557883906,2020-12-17 14:45:00,"When I think of climate change, I think about jobs. Good-paying, union jobs that put Americans to work, make our air cleaner, and rebuild America’s crumbling infrastructure.",
JoeBiden,1339382302992781317,2020-12-17 01:30:00,"In this battle for the soul of America, democracy prevailed.",
JoeBiden,1339362422046543880,2020-12-17 00:11:00,".@KamalaHarris and I are building a historic Cabinet.

A Cabinet that looks like America and taps into the best of this nation. https://t.co/RiVfPB9NpJ",
JoeBiden,1339314103714607104,2020-12-16 20:59:00,".@PeteButtigieg has the perspective of a mayor that solves problems and brings people together.

He’s got the vision of a next-generation leader with the experience and temperament to help dig us out of this economic crisis. https://t.co/zfuy2LCK6R",
JoeBiden,1339297242633490433,2020-12-16 19:52:00,"As tough as this moment is in the country, as dark as these days of winter seem, I am still more optimistic about the future of this country than I have been my whole career.

There is nothing beyond America’s capacity if we work together.",
JoeBiden,1339254199326887937,2020-12-16 17:00:57,Mayor @PeteButtigieg is a barrier-breaking public servant with a track record of forward-thinking leadership. Tune in as I nominate him to be our next Secretary of Transportation. https://t.co/rhpetks9UW,
JoeBiden,1339062696998662145,2020-12-16 04:20:00,"With @ossoff and @ReverendWarnock in the Senate, the doors of promise and progress will open in Washington. 
 
https://t.co/RIJ1L4B5o9 https://t.co/Dus1Mft7qD",
JoeBiden,1339049107403501569,2020-12-16 03:26:00,"From the economy to criminal justice to climate change — there’s so much we can get done. But we need senators who are willing to do it.
 
https://t.co/RIJ1L4juwB https://t.co/Bplr5wYLHd",
JoeBiden,1339006577416736768,2020-12-16 00:37:00,"Mayor @PeteButtigieg is a leader, patriot, and problem-solver. He speaks to the best of who we are as a nation.

I am nominating him for Secretary of Transportation because he's equipped to take on the challenges at the intersection of jobs, infrastructure, equity, and climate.",
JoeBiden,1338959519162970112,2020-12-15 21:30:00,"The future of health care, the economy, and the planet are all on the line. We’ve got to win Georgia and flip the Senate.

https://t.co/RIJ1L4juwB https://t.co/euGgJtxMBY",
JoeBiden,1338938238380040192,2020-12-15 20:05:26,"With early voting underway and just three weeks until Election Day, I’m in Atlanta to encourage folks to get out and vote. Tune in. https://t.co/qpYvQGrBhE",
JoeBiden,1338916735479496704,2020-12-15 18:40:00,"I’m looking forward to being back in Georgia this afternoon to rally voters ahead of the Senate runoffs. See you soon, Atlanta!",
JoeBiden,1338910444233363458,2020-12-15 18:15:00,"Health care is personal to me — and I’ll always fight to ensure folks like Xiomara are protected and have access to the care they need.

Don’t miss your chance to get covered for 2021, head to https://t.co/3CYKhP8ZoR before midnight to pick a plan that works best for you. https://t.co/DCL3imZHbV",
JoeBiden,1338875463452733441,2020-12-15 15:56:00,"As I said throughout the campaign: I will be a president for all Americans.

I will work just as hard for those of you who didn’t vote for me as I will for those who did.",
JoeBiden,1338704084283445248,2020-12-15 04:35:00,"Today, the members of the Electoral College cast their votes for president and vice president.

And once again, the rule of law, our Constitution, and the will of the people have prevailed.

Our democracy—pushed, tested, and threatened—proved to be resilient, true, and strong. https://t.co/Ka1Aj3hV3m",
JoeBiden,1338687727492075520,2020-12-15 03:30:00,What beats deep in the hearts of the American people is this: Democracy. https://t.co/jVM7Zc3qWP,
JoeBiden,1338678163329576961,2020-12-15 02:52:00,"In America, politicians don’t take power — the people grant it to them. 

The flame of democracy was lit in this nation a long time ago.

And we now know that nothing — not even a pandemic or an abuse of power — can extinguish that flame.",
JoeBiden,1338642204810596354,2020-12-15 00:29:07,"It’s official, folks. Tune in as I deliver remarks on today’s electoral college vote certification and the strength and resilience of our democracy. https://t.co/Qp2c92mYUV",
JoeBiden,1338627329485012993,2020-12-14 23:30:00,"I’m forever humbled by the fact that 5.7 million people chipped in to power our campaign to victory. And to thank everyone, we’re hosting a Grassroots Donor Thank You call tonight. Head to https://t.co/c4wtQjE6hU to join us.",
JoeBiden,1338604682642661387,2020-12-14 22:00:01,"Folks, tomorrow is the last day of open enrollment for 2021 coverage. Head to https://t.co/3CYKhP8ZoR today to find the health insurance plan that works best for you.",
JoeBiden,1338575269376954375,2020-12-14 20:03:08,"Georgia — in-person early voting starts today. Head to https://t.co/RIJ1L4juwB to find all the information you need to make your voice heard.

Wear a mask, practice social distancing, and help flip the Senate.",
JoeBiden,1338544654741106693,2020-12-14 18:01:29,"To the families, loved ones, and broken and healing hearts of Sandy Hook, I know. No matter how long it’s been, every time you talk about it, you relive it as though you just heard the news. Eight years later, I know the pain never fully heals. https://t.co/qzeKBestac",
JoeBiden,1338527168419098625,2020-12-14 16:52:00,Stay hopeful — brighter days lie ahead. https://t.co/rEY4b7TGBf,
JoeBiden,1338285576328531970,2020-12-14 00:52:00,Science will always be at the forefront of my administration.,
JoeBiden,1338246066144079873,2020-12-13 22:15:00,"Grassroots donors were the backbone of my campaign. And to thank you for everything you did to win this battle for the soul of the nation, I’ll be holding a Grassroots Donor Thank You call tomorrow night.

I hope you’ll join us. Head to https://t.co/c4wtQjE6hU to RSVP today.",
JoeBiden,1338215867394437129,2020-12-13 20:15:00,"We’re in the teeth of the COVID-19 crisis right now, and this nation needs presidential leadership.

Leadership that is willing to model the steps we all should be taking in our own lives.",
JoeBiden,1338187429711253504,2020-12-13 18:22:00,"For your family, neighbors, and country — wear a mask. https://t.co/tTYxY6D0YA",
JoeBiden,1338152952968728579,2020-12-13 16:05:00,"We may be physically apart during these difficult times, but you’re not alone. Take a few minutes today to reach out to friends and family. We’ll get through this, together. https://t.co/VMrXiBQzsH",
JoeBiden,1337925206887837697,2020-12-13 01:00:01,Congress needs to act now on a COVID relief package. The American people can’t wait. https://t.co/NCZADDAKDd,
